max_hand_distance,avg_l_hand_hip_distance,avg_r_hand_hip_distance,max_stride_length,avg_l_hand_chest_distance,avg_r_hand_chest_distance,avg_l_elbow_hip_distance,avg_r_elbow_hip_distance,avg_chest_pelvis_distance,avg_neck_chest_distance,avg_neck_rotation_w,avg_neck_rotation_x,avg_neck_rotation_y,avg_neck_rotation_z,avg_total_body_volume,avg_triangle_area_hands_neck,avg_triangle_area_feet_hips,l_hand_speed,r_hand_speed,l_foot_speed,r_foot_speed,neck_speed,l_hand_acceleration_magnitude,r_hand_acceleration_magnitude,l_foot_acceleration_magnitude,r_foot_acceleration_magnitude,neck_acceleration_magnitude,l_hand_movement_jerk_x,l_hand_movement_jerk_y,l_hand_movement_jerk_z,r_hand_movement_jerk_x,r_hand_movement_jerk_y,r_hand_movement_jerk_z,l_foot_movement_jerk_x,l_foot_movement_jerk_y,l_foot_movement_jerk_z,r_foot_movement_jerk_x,r_foot_movement_jerk_y,r_foot_movement_jerk_z,neck_movement_jerk_x,neck_movement_jerk_y,neck_movement_jerk_z,EMOTION_P,EMOTION_A,EMOTION_D
0.9409153754538191,0.7541517627632074,0.7673699966857175,0.12369358484537736,0.901059298659036,0.9186584350596291,0.8808262538526394,0.9037848023661186,0.17014429718255997,0.9968067654021033,0.5182108902078246,0.4256742802894109,0.48412472240331095,0.9994044607938465,0.3610704173968161,0.7519263650343663,0.2593856230941819,0.002803521327834372,0.0007030383430361268,0.0017384785007070584,0.0018909032930870561,0.0002870669839700459,0.0021110144577594983,0.0016273061250540806,0.003883624164363139,0.003934332674721165,0.0014180988924312704,0.38323604522919297,0.5081962993255703,0.48539546789655524,0.3718979415488006,0.4500604490762526,0.5048551474846736,0.37928976757771543,0.4778653247316545,0.5010507025551668,0.4774552810826314,0.4657290738986589,0.49383074275102384,0.3213215698021346,0.5115168543524556,0.4819745646039698,-0.35,0.7,-0.8
0.9381776572313039,0.7557296844203585,0.7673833050980361,0.12302861342874054,0.9008610609722645,0.9183753477610882,0.8805687886354164,0.9034497744924272,0.1702154166996479,0.9956934401818289,0.5177885054152838,0.4228224190707427,0.48724405836354123,0.9991673318349668,0.3767457666332151,0.7549349360808058,0.25830220424908046,0.0015478965287759054,0.0024248786201625373,0.0013423827420013994,0.003332958557290969,0.0007425813665701585,0.003092739047504077,0.0015125150651263083,0.002980439947106299,0.0037692591125367313,0.0007837667137200432,0.38370066590289104,0.5055978278659297,0.4860292783894217,0.37258710752572854,0.4518184424806835,0.5040133566881654,0.38158221294381867,0.4772322245761825,0.5054726171600143,0.4799458566087102,0.4661968288210436,0.4989102302451244,0.32277995837108736,0.5116930343214069,0.48072281727686395,-0.35,0.7,-0.8
0.9374957939657529,0.7449306283675645,0.7587979474939224,0.12297836576390057,0.8973471575892139,0.9138636339248029,0.8763549662976777,0.8981151777797203,0.17021628096699715,0.9968767295669765,0.5187299551950488,0.42392886522822504,0.48292112680148097,0.9993762963856736,0.3527289360801064,0.7747908492595842,0.25773943585477305,0.005506523462756724,0.0017514710656031211,0.0013966230513329477,0.004608733199280433,0.0006947891850082311,0.0033060756053178457,0.0027696009446792837,0.001896204715394121,0.007213673832526214,0.00014352663032069163,0.38545592118392696,0.5074216511754263,0.4869838947741702,0.3700511983753482,0.4523756253650541,0.5054479037963813,0.3786696770934027,0.47774594582541974,0.5022014733667456,0.4756395704436467,0.46599618479388993,0.4948910177306648,0.3216880978917778,0.5114596907835214,0.4812820685150474,-0.35,0.7,-0.8
0.9307972989342781,0.7349930638899734,0.7537117143326916,0.12264134806338083,0.8891197625101825,0.9114138767975212,0.8664866715070243,0.8952216194127489,0.17006975784897804,0.9971311785729817,0.5141936043713982,0.42235252801329587,0.4800798846310056,0.9993547184069754,0.37268672168207767,0.7935148664267806,0.25697556750543593,0.008195004289926882,0.005241071682642833,0.0010943269369387322,0.0027505013827335725,0.0006641978262270625,0.00594020322465412,0.002806378627363148,0.0013098464241826017,0.0066015683155811735,0.0012206942375015018,0.38204670717857503,0.5071958689500743,0.4848647421439093,0.37211277308754803,0.4498009519053794,0.5033893304970516,0.381299674837849,0.47755395764844416,0.5029077449695021,0.48267642879570205,0.46565385980323554,0.49645970965062136,0.3214756527367034,0.511699692412879,0.4808211499545528,-0.35,0.7,-0.8
0.9280670460178942,0.7253947953374588,0.7491647332544497,0.12205633202865047,0.8857302493747774,0.9089166882283223,0.8623976680702518,0.8922635517873763,0.1702214926481247,0.99779564146366,0.5143213246666923,0.4216961570376824,0.4775770544332314,0.9993914082872335,0.3605166910762097,0.8084661658262078,0.25651436819135237,0.004355416023321141,0.0013564706773261468,0.0021683925590778768,0.006195646474134596,0.001293959853553502,0.003922833278494521,0.0047630475811713344,0.003001545807295658,0.00836963215703399,0.001573097067481092,0.386286462855744,0.5093170525062631,0.48618283799767364,0.3729791566882244,0.4543615695065535,0.5063906228492868,0.3786499813260349,0.4775969725210065,0.5023792726857844,0.47429164522687833,0.46610925768799155,0.495056991321028,0.32230406953782603,0.5114158783961037,0.4822095511235774,-0.35,0.7,-0.8
0.929159886505016,0.7131916103599668,0.7427699811895342,0.12186579152799039,0.8820703502280919,0.9062214985538825,0.8583225948845697,0.8883610666056314,0.17023655399680138,0.9977647754991308,0.5164629342132369,0.4183928410041912,0.4757898535080755,0.9992580478438293,0.336559524049801,0.8209479865934983,0.23667320634784098,0.026147421310159895,0.02670204322344855,0.011995375702494081,0.01835111027965907,0.009225516249991903,0.01872534174459572,0.022554518927261923,0.008509897853932547,0.01822336552081964,0.008393712714174705,0.37958052809226084,0.5022001522207687,0.4871937809713893,0.3648961795500427,0.44283534103163785,0.5019922386415876,0.37812110005886956,0.4778229282930046,0.5045561060093785,0.4837891992378177,0.46483639412813954,0.4913068931097589,0.32446598467375826,0.511149737721916,0.4832430669596178,-0.35,0.7,-0.8
0.9198462852498923,0.606625501416831,0.6532895177957055,0.09338858729043169,0.8006517063683598,0.8432424410179165,0.7753448766882577,0.8168029462725317,0.16900919005274773,0.9814150635733601,0.5236482072504833,0.41753842029614935,0.45653538972968943,0.9992368228876956,0.278621398898212,0.9090189898006444,0.1520140043347261,0.1362225853014471,0.08594726672394964,0.02653370867137908,0.027892775370579957,0.08653365002113109,0.10491933821114811,0.06739676948557882,0.029094622797310815,0.03940316690125549,0.07347089472645763,0.3912888106392123,0.48340373125458974,0.5078573140996059,0.39097895242634334,0.4346717937494136,0.49828779946658214,0.3903771682296552,0.48384086260638204,0.5082819210937427,0.46915790781950173,0.47311297974125044,0.5119620021363998,0.3352862533847105,0.4863031728555896,0.4782735486490221,-0.35,0.7,-0.8
0.7124650904080013,0.29384993327764736,0.5087669106446872,0.10168240512637701,0.5857150795170031,0.7069457854809293,0.5419603914709303,0.6887612947530657,0.18208052963018417,0.8965290043745746,0.49763458281169387,0.4401179830890245,0.39788892344663157,0.9947106644102299,0.1493549375677705,0.7759493306967572,0.1121598313423339,0.18909744635969009,0.10075653212184421,0.07881728563308066,0.09471883387159037,0.15414809781285502,0.09249096836283781,0.018773599296570423,0.057628041671628265,0.08967054168621298,0.07384338116643252,0.3568199741655471,0.5392603898829653,0.4840272446285498,0.3643294818900062,0.4728704258576756,0.5099162615851496,0.3695950401761316,0.45910685736154067,0.5189116486148385,0.5016611955025898,0.46335910298351324,0.5118377808049047,0.30687897577301365,0.5078372215141904,0.46131307853036857,-0.35,0.7,-0.8
0.42537654459620416,0.16584946256665872,0.34359781351559043,0.0965215214360003,0.5292123027394086,0.6235390318112729,0.45985208583580905,0.5643323731281282,0.17898159474134445,0.9646120065037334,0.38589595573392355,0.49197304578522244,0.21673809560669,0.9241970905378858,0.11341874575683011,0.5559219781816045,0.06864569152709574,0.06318313551087554,0.07814726248180587,0.01707861387493293,0.03522713443683911,0.06865885283965079,0.14223931791023248,0.059417351399779474,0.06406540947670247,0.08724317760288612,0.09459175909751733,0.44683579791702865,0.5223078791980699,0.4403368403093899,0.34613033448981523,0.4623100714486137,0.5007821715620314,0.38608469536616485,0.48979272332862667,0.45508630065828365,0.4599647236501109,0.45398164369416755,0.4386011517878061,0.3047390339438563,0.5764213008717192,0.48949277921303264,-0.35,0.7,-0.8
0.17612774508857748,0.13681810842326106,0.24309530040281419,0.09630936929341223,0.5019639896166729,0.5724912924472733,0.37669855215345627,0.47993143780622577,0.16625814512372017,0.9904619350110142,0.2874830565599036,0.505650621849547,0.138464841374491,0.8529751709027179,0.06588956699275528,0.30650494554342805,0.05964754126760317,0.010174369289162837,0.013135081143639865,0.053737148383478414,0.018132322173803908,0.02276447155736894,0.05355443360387475,0.059699865628101326,0.03948077972383255,0.02726005580779807,0.04295826058405438,0.34297636560984807,0.4958347571484423,0.49373462000869023,0.3951527552433343,0.4668263508194,0.5218120049032745,0.38800415510678193,0.48912057234280987,0.5291644134553039,0.47346619139020996,0.4740718762533171,0.5249801626748181,0.33947486892200807,0.48980057320715265,0.5109160939523245,-0.35,0.7,-0.8
0.14235662442419172,0.11237112677756725,0.21701313379501258,0.07973746577139161,0.505911180673809,0.5618167561776746,0.38136539895977817,0.46572087717818106,0.15562410280108452,0.9893200966898719,0.29028899849029566,0.48925136327464697,0.1380243633486471,0.8561838545416778,0.06937505308380565,0.3027483668185239,0.047804938389850844,0.018801420318042546,0.020151030688265518,0.07060875186641583,0.020126047953537864,0.015799521415773055,0.023449860803589347,0.015788226541465562,0.10768150801314723,0.03145456858979386,0.032701509208468704,0.38217502201888043,0.5027943466394116,0.5032889439539759,0.36390567699030685,0.43272832810808404,0.49604653871977994,0.33452914108916487,0.4540844193987958,0.4960248068343859,0.48043219350468125,0.462616351826401,0.5080563165732224,0.3201883514652513,0.5097394006409404,0.4740686715512224,-0.35,0.7,-0.8
0.15213140125556385,0.12347400709022399,0.18210459734774875,0.055492646823279895,0.5279143258499157,0.5432684894694584,0.4125359326795395,0.4405900884647916,0.1667059026658535,0.9941942864584536,0.33029499344324476,0.47616450974630753,0.17635985007438182,0.8955884381634593,0.0799021740799703,0.319556432159749,0.03312895083485914,0.024226432488228828,0.017589414826038322,0.007821410934380801,0.031419769049798554,0.003064129054562485,0.014447943937845256,0.010694836077308225,0.0628649538230752,0.01721830235730143,0.015718150082768105,0.3896367251051304,0.5001847156198697,0.48388850239826403,0.37607191759608904,0.44254107818996186,0.49865703125098926,0.4342646699503754,0.49643448850009786,0.5176539596406855,0.4799232419043475,0.47260570691732284,0.48843494292910383,0.32082552103154005,0.49400252411567297,0.4650575824435331,-0.35,0.7,-0.8
0.16019532125543157,0.12033661123868936,0.18278652026670839,0.053751261730589986,0.527581053628823,0.5456732960850668,0.41210691527002774,0.4438147868218823,0.16501149535179138,0.9455404696428764,0.3802797710410444,0.45646927329930304,0.24575933806884212,0.9432045145177029,0.07896854581381069,0.3178800800362962,0.0314078458027806,0.013171226428258465,0.011510359307632239,0.010171573553728087,0.00901109523793146,0.020773587048941274,0.025355835344487865,0.02168357923746752,0.007975782093967718,0.023072394509100584,0.020581086303940177,0.39136033368776607,0.5144538687724105,0.4959166079648192,0.3743123563153307,0.45757041283418654,0.5160795066132509,0.3631102486221138,0.4698609594443411,0.49488646793227953,0.48854040647430397,0.4623952773191776,0.4914107190303102,0.32130366237869046,0.5256107437708312,0.48820197697194295,-0.35,0.7,-0.8
0.18884397954685667,0.13252823471636702,0.20341304828534335,0.1583627945873487,0.5313920551787376,0.5588560070373395,0.4239241918907425,0.4615074885976798,0.19306104257702827,0.9345492727514477,0.3959236575397301,0.4462273307134935,0.2537090620315916,0.9497732836303711,0.10125594962589027,0.3629368515804789,0.053651320249871036,0.04054306550316085,0.017420942690853442,0.039669306900524344,0.09546147852108554,0.015064355370909327,0.02370789780949,0.007055528923587238,0.035961431037115715,0.08765014648206192,0.01949607203962074,0.37887705457590987,0.5109251934454571,0.4803183464463462,0.3665895945127663,0.4521216900887518,0.4954803836359456,0.3712243036933724,0.4762419484005376,0.5166844287284595,0.4595605707114713,0.4711437000474648,0.527971670497082,0.3301074391325696,0.49840729078619816,0.48037894557427063,-0.35,0.7,-0.8
