max_hand_distance,avg_l_hand_hip_distance,avg_r_hand_hip_distance,max_stride_length,avg_l_hand_chest_distance,avg_r_hand_chest_distance,avg_l_elbow_hip_distance,avg_r_elbow_hip_distance,avg_chest_pelvis_distance,avg_neck_chest_distance,avg_neck_rotation_w,avg_neck_rotation_x,avg_neck_rotation_y,avg_neck_rotation_z,avg_total_body_volume,avg_triangle_area_hands_neck,avg_triangle_area_feet_hips,l_hand_speed,r_hand_speed,l_foot_speed,r_foot_speed,neck_speed,l_hand_acceleration_magnitude,r_hand_acceleration_magnitude,l_foot_acceleration_magnitude,r_foot_acceleration_magnitude,neck_acceleration_magnitude,EMOTION_P,EMOTION_A,EMOTION_D
-1.2669958476580332,-1.1220539687668032,-1.0184130894511898,-0.9878069683403864,-0.30246786867545794,-0.14710845929559294,-0.6290013871289226,-0.5037458592247019,-0.5251276287301662,0.8900145992917635,0.23028267062269125,-0.3912193750209247,0.1945263752166685,0.7864533225317568,-1.4768494490472455,-0.7099596836597233,-0.8919074849510484,-1.0146724768755562,-1.1119940830748816,-0.7438949082548694,-0.43138020523003956,-1.1050573125502792,-1.1042480521387654,-1.1015072171639821,-1.0196447356202032,-0.8103068975341109,-0.9099690684587339,-0.35,0.7,-0.8
-1.0021257096240477,-1.0581699496212869,-0.6706184524586559,-1.0829745646748297,-0.24947816421366723,0.16763660036502934,-0.5474473757723423,-0.09952069108243423,-0.115108670510719,-0.4880445991270895,-1.103065185252164,-0.12194479580425666,-1.7450262606596352,0.5718645560522058,-0.7981748426084048,-0.12849412789195971,-2.386628405727788,-1.1067322548097454,-1.3654918680553645,-0.8714404033169788,-0.4103515537998742,-1.3058880595257303,-1.307786781847647,-1.4293343277319952,-1.112978894611004,-0.7822133731660151,-1.202871095861794,-0.35,0.7,-0.8
-0.7772595473309017,-0.765114219837647,-1.0573819066843604,-0.27297250544421436,-0.6159854816497118,-0.26678806052378107,-0.41526249822075845,-0.383162215892959,-0.530593160758092,0.8189129951615973,0.5749013975806663,-0.6692176646102351,-0.017388927876907403,0.7163592857671716,-1.077872919874136,-0.07341714084707449,-0.6284422959178765,-1.1621654216334445,-1.1173308600540155,-1.0776653429561927,-0.31143481892939384,-1.0303575087165713,-1.0293368258794882,-0.9221358142392143,-1.0100470095915155,-0.5750649775410785,0.08895191022223349,-0.35,0.7,-0.8
-1.3404474993326734,-1.2400728312260147,-0.8176897571505822,-1.315512013142085,-0.45021805831814293,0.05565242193176035,-0.7945084694244507,-0.23121911359450043,-0.5091058897011944,0.9435511698567451,-0.30079167608565255,-0.30798814672772645,0.10762697820379477,0.7877265741918802,-1.4052188894753523,-0.8198593677538828,-1.6010214412570425,-1.1249334934071722,-1.1259401026009377,-1.1583959211467552,-0.3828196446280654,-1.2494863489369903,-1.1204716293108725,-1.149520442833657,-1.2815491587616112,-0.6721355104846027,-1.0937900873960489,-0.35,0.7,-0.8
-0.8823366762841756,-0.6533506933442358,-0.4585365179553385,-0.8709565140621122,-0.013654795212733955,-0.06797324840244591,-0.305008216253288,-0.5075268102639535,-0.48252078936986637,-0.8203483693719392,-0.8159882327363188,-0.8055562206430493,0.26046121168802355,0.6352926002692362,-1.2703597364241535,-0.04990989102815494,-1.0606127457177548,-0.7501798931254251,-0.9125926585710641,-1.0892636510689973,-1.0756848934635157,-0.6156771997592645,-1.232374846812306,-1.0942539718118371,-1.2651262183161436,-1.2633679256490866,-0.8949682800074343,-0.35,0.7,-0.8
-1.0559845204446268,-0.6945120626619271,-0.7256058442887919,-0.9260181721672359,-0.17564794821660346,-0.24194155327210332,-0.23720798983854052,-0.5978339592048106,-0.3687278019536237,0.48430168314834954,-0.43021606801034545,-1.2340824285294976,-1.6576739238366793,0.23739803763377385,-0.9676911033156892,-0.36697427346029615,-1.018378180461892,-1.2190274340301699,-1.213606591124624,-0.967232137375553,-1.1018329536599185,-0.9241953822180015,-1.3710239219512048,-1.369309055982614,-1.310925443789072,-1.3318062514997537,-1.2519577310371497,-0.35,0.7,-0.8
-1.6591146607629208,-0.3652679245075867,-0.5019870623449115,-1.2662318990035641,-1.687925316124127,-1.2965408063050305,-1.4414391259226278,-0.6032758337316181,-0.6105973039352836,0.834217305987006,0.7734804876724342,-1.3296133392076692,-2.0001463282787975,0.08658247363466151,-1.3221689384946789,-1.7646044234286264,-1.7798692803589848,-1.2221192885790877,-1.1404889361403703,-0.9851653622490956,-1.1423244186817245,-1.2178300762519692,-1.3297853429926323,-1.0723161528783924,-0.9376684843630281,-1.004068218354971,-1.093007136386899,-0.35,0.7,-0.8
-1.2177403517662282,-1.0776582667069645,-1.024149113767701,0.07887181932768464,-0.2716039893192936,-0.17423230277218688,-0.6313326101015081,-0.569926139708669,-0.5154109541957799,0.8300184106105013,0.4552722714808032,-0.494087636257559,0.07818863089768904,0.7648004383783039,-1.4840155955824774,-0.7125805817528881,-1.5027219416589401,-1.2341192620159138,-1.3777336490861884,0.25389726782486766,-1.078020550448111,-1.127927367485817,-1.1903035699142364,-1.10422705140086,-0.24552068159682838,-1.2911837165608044,-0.8128792268626226,-0.35,0.7,-0.8
-1.2492992016263729,-1.0763567384504047,-0.992884569804078,-0.4696581642695833,-0.25031285695967326,-0.12355429335991842,-0.6189784283488747,-0.5084874317811697,-0.5251317371408197,0.7940918796555725,0.18711350376476607,-0.47514862966457316,0.14035344443868397,0.7723401830528054,-1.2564324391160309,-0.6269086741063754,0.14963505215762285,-1.0483929537850811,-1.195346120146333,-1.1875620295758114,-0.9456895271586708,-1.0327793374166943,-1.2112554237616253,-1.3449061255108938,-1.4066790046705253,-1.1882704403956657,-1.184752797333909,-0.35,0.7,-0.8
-1.171129886078879,-1.1407694146354426,-0.873026290850489,-1.1588593821236002,-0.47057311753269343,-0.21512506944392723,-0.594353963568361,-0.6494385711954489,-0.48991097011966245,0.9631286580409524,0.19535252325787017,-0.7278167288173961,0.0633540616106747,0.7018622531814749,-1.3171676358092688,-0.5904408546188749,-1.16340427977066,-1.0999527112073886,-1.085574561241427,-1.057458377897845,-1.2834278508668824,-1.2135383991954012,-1.275185148819108,-1.094746429238096,-1.2234225310929308,-1.349945755963977,-1.326798070399297,-0.35,0.7,-0.8
